BuildingType;PrimaryPropertyType;Neighborhood;YearBuilt;NumberofBuildings;NumberofFloors;PropertyGFATotal;PropertyGFAParking;PropertyGFABuilding(s);LargestPropertyUseType;LargestPropertyUseTypeGFA;SecondLargestPropertyUseType;SecondLargestPropertyUseTypeGFA;ThirdLargestPropertyUseType;ThirdLargestPropertyUseTypeGFA;ENERGYSTARScore;SiteEUI(kBtu/sf);SiteEUIWN(kBtu/sf);SourceEUI(kBtu/sf);SourceEUIWN(kBtu/sf);SiteEnergyUse(kBtu);SiteEnergyUseWN(kBtu);SteamUse(kBtu);Electricity(kWh);Electricity(kBtu);NaturalGas(therms);NaturalGas(kBtu);TotalGHGEmissions;GHGEmissionsIntensity
NonResidential;Retail Store;CENTRAL;1980;1.0;2;23421;0;23421;Retail Store;19271.0;Bank Branch;4150.0;none;0.0;25.0;81.0;83.5;254.3000031;262.1000061;1896626.375;1955353.0;0.0;555869.3125;1896626.0;0.0;0.0;13.22;0.56
SPS-District K-12;K-12 School;BALLARD;1931;1.0;3;117116;0;117116;K-12 School;117116.0;none;0.0;none;0.0;83.0;48.90000153;55.5;69.69999695;77.19999695;5722325.5;6499178.0;0.0;302358.8125;1031648.0;46906.76953;4690677.0;256.31;2.19
NonResidential;Worship Facility;BALLARD;1928;1.0;2;24120;0;24120;Worship Facility;24120.0;none;0.0;none;0.0;66.0;37.0;42.5;68.69999695;76.19999695;893053.1875;1024822.188;0.0;100909.2031;344302.0;5487.510254;548751.0;31.54;1.31
NonResidential;Worship Facility;BALLARD;1929;1.0;3;35736;0;35736;Worship Facility;28970.0;Office;6766.0;none;0.0;88.0;32.09999847;37.59999847;46.20000076;52.20000076;1148202.25;1342448.875;0.0;62454.89844;213096.0;9351.05957;935106.0;51.15;1.43
NonResidential;Warehouse;GREATER DUWAMISH;1941;1.0;1;51050;0;51050;Non-Refrigerated Warehouse;49500.0;none;0.0;none;0.0;10.0;24.39999962;27.39999962;58.79999924;62.0;1206165.75;1355995.25;0.0;230672.2031;787054.0;4191.119629;419112.0;27.75;0.54
NonResidential;Retail Store;GREATER DUWAMISH;1954;1.0;2;21900;0;21900;Retail Store;21900.0;none;0.0;none;0.0;40.0;59.5;65.69999695;117.1999969;123.8000031;1302192.875;1439042.25;0.0;168299.2031;574237.0;7279.560059;727956.0;42.66;1.95
NonResidential;Distribution Center;GREATER DUWAMISH;1952;1.0;1;16300;0;16300;Distribution Center;65164.0;none;0.0;none;0.0;100.0;2.299999952;2.299999952;6.900000095;6.900000095;150167.7969;150167.7969;0.0;40497.89844;138179.0;119.8899918;11989.0;1.6;0.1
NonResidential;Warehouse;GREATER DUWAMISH;1964;1.0;1;33462;0;33462;Non-Refrigerated Warehouse;33462.0;none;0.0;none;0.0;1.0;41.40000153;41.40000153;130.1000061;130.1000061;1386445.375;1386445.375;0.0;406343.8125;1386445.0;0.0;0.0;9.67;0.29
NonResidential;Mixed Use Property;GREATER DUWAMISH;1952;1.0;1;35310;0;35310;Other;10471.0;Non-Refrigerated Warehouse;9875.0;Refrigerated Warehouse;8877.0;;45.59999847;52.0;88.19999695;95.0;1331469.75;1519845.5;0.0;165367.7031;564235.0;7672.350098;767235.0;44.68;1.27
NonResidential;Other;GREATER DUWAMISH;1962;1.0;3;36140;0;36140;Other;34733.0;none;0.0;none;0.0;;134.0;134.0;420.7000122;420.7000122;4653535.0;4653535.0;0.0;1363872.875;4653534.0;0.0;0.0;32.44;0.9
NonResidential;Other;DOWNTOWN;1991;1.0;2;47963;21384;26579;Other - Mall;29640.0;Parking;6000.0;none;0.0;;275.3999939;277.5;495.0;501.3999939;8163413.0;8224244.0;0.0;855325.625;2918371.0;52450.41797;5245042.0;298.91;6.23
NonResidential;Warehouse;DOWNTOWN;1930;1.0;1;23903;0;23903;Non-Refrigerated Warehouse;18350.0;Worship Facility;4500.0;none;0.0;65.0;18.20000076;21.29999924;34.29999924;38.29999924;415364.5938;486884.9063;0.0;48871.19922;166749.0;2486.159912;248616.0;14.37;0.6
NonResidential;Self-Storage Facility;NORTHEAST;1947;1.0;3;22522;0;22522;Self-Storage Facility;22522.0;none;0.0;none;0.0;;24.89999962;28.0;38.90000153;42.40000153;561473.875;630412.625;0.0;40037.80078;136609.0;4248.649902;424865.0;23.52;1.04
NonResidential;Self-Storage Facility;NORTHEAST;1996;1.0;4;38959;0;38959;Self-Storage Facility;38959.0;none;0.0;none;0.0;;23.20000076;24.70000076;52.59999847;54.20000076;905750.375;963968.1875;0.0;154136.4063;525913.0;3798.369873;379837.0;23.84;0.61
NonResidential;Warehouse;GREATER DUWAMISH;1928;1.0;2;25955;0;25955;Non-Refrigerated Warehouse;14150.0;Other - Services;8745.0;Office;3060.0;;46.90000153;46.90000153;147.3999939;147.3999939;1218112.0;1218112.0;0.0;357008.1875;1218112.0;0.0;0.0;8.49;0.33
Campus;K-12 School;EAST;1923;1.0;4;46100;0;46100;K-12 School;46100.0;Parking;0.0;none;0.0;75.0;47.20000076;52.29999924;101.1999969;106.8000031;2177064.75;2412536.25;548294.6875;321668.5;1097533.0;5312.370117;531237.0;78.19;1.7
NonResidential;Worship Facility;NORTHWEST;1951;1.0;2;21936;0;21936;Worship Facility;21936.0;none;0.0;none;0.0;96.0;27.79999924;31.29999924;36.5;40.29999924;608755.375;686216.5;0.0;22570.19922;77010.0;5317.459961;531746.0;28.78;1.31
NonResidential;Other;NORTH;1960;1.0;1;25406;0;25406;Personal Services (Health/Beauty, Dry Cleaning, etc);25406.0;none;0.0;none;0.0;;96.09999847;97.80000305;257.3999939;259.1000061;2442220.0;2484501.5;0.0;557402.375;1901857.0;5403.629395;540363.0;41.96;1.65
NonResidential;Small- and Mid-Sized Office;SOUTHEAST;1967;1.0;2;23250;0;23250;Office;22014.0;none;0.0;none;0.0;55.0;41.09999847;40.40000153;129.0;126.6999969;904236.0;888432.5;0.0;265016.4063;904236.0;0.0;0.0;6.3;0.27
NonResidential;Warehouse;GREATER DUWAMISH;1960;1.0;1;30000;0;30000;Non-Refrigerated Warehouse;30000.0;Parking;0.0;none;0.0;32.0;93.19999695;108.1999969;139.6999969;155.5;2794837.0;3246531.0;0.0;176070.9063;600754.0;21940.83008;2194083.0;120.72;4.02
Nonresidential COS;Warehouse;GREATER DUWAMISH;1962;1.0;1;45036;0;45036;Non-Refrigerated Warehouse;21110.0;Repair Services (Vehicle, Shoe, Locksmith, etc);14074.0;Office;6755.0;;42.70000076;47.40000153;94.09999847;99.09999847;1791697.75;1989787.875;0.0;289841.9063;988941.0;8027.569824;802757.0;49.53;1.1
NonResidential;Mixed Use Property;DOWNTOWN;2009;1.0;39;1074552;112124;962428;Multifamily Housing;311521.0;Hotel;303000.0;Parking;141450.0;65.0;43.0;43.79999924;115.4000015;115.4000015;26416770.0;26932200.0;0.0;6056265.5;20663978.0;57527.89453;5752789.0;449.59;0.42
NonResidential;University;MAGNOLIA / QUEEN ANNE;1959;1.0;2;122679;0;122679;College/University;101035.0;Restaurant;2000.0;none;0.0;;159.0;170.8999939;290.7000122;303.2999878;16378152.0;17612938.0;0.0;1788779.625;6103316.0;102748.3516;10274835.0;588.25;4.8
Campus;University;MAGNOLIA / QUEEN ANNE;1945;14.0;2;537000;0;537000;College/University;533826.0;none;0.0;none;0.0;;169.6999969;181.3000031;266.7999878;278.8999939;90609640.0;96775464.0;0.0;6629278.0;22619097.0;679905.375;67990538.0;3768.66;7.02
NonResidential;Small- and Mid-Sized Office;NORTH;1980;1.0;4;23022;0;23022;Office;23022.0;none;0.0;none;0.0;78.0;44.59999847;46.70000076;125.4000015;127.5999985;1027230.875;1075427.75;0.0;253588.5;865244.0;1619.869995;161987.0;14.64;0.64
NonResidential;Refrigerated Warehouse;GREATER DUWAMISH;1967;1.0;1;27263;0;27263;Refrigerated Warehouse;22000.0;Other;2700.0;Office;2500.0;;90.80000305;88.5;285.2000122;278.0;2470642.0;2408141.75;0.0;724103.625;2470642.0;0.0;0.0;17.22;0.63
NonResidential;Warehouse;GREATER DUWAMISH;1962;1.0;1;31569;0;31569;Non-Refrigerated Warehouse;33000.0;none;0.0;none;0.0;12.0;92.80000305;101.4000015;148.5;157.3999939;3064039.5;3344952.0;0.0;235929.7969;804992.0;22590.46875;2259047.0;125.59;3.98
NonResidential;Warehouse;GREATER DUWAMISH;1956;1.0;1;22509;0;22509;Non-Refrigerated Warehouse;22509.0;none;0.0;none;0.0;57.0;7.900000095;7.900000095;24.79999924;24.79999924;177812.7969;177812.7969;0.0;52113.89844;177813.0;0.0;0.0;1.24;0.06
NonResidential;Warehouse;GREATER DUWAMISH;1956;1.0;1;39984;0;39984;Non-Refrigerated Warehouse;31184.0;Office;8800.0;none;0.0;75.0;26.79999924;29.10000038;51.0;53.40000153;1073156.375;1163530.25;0.0;128166.0;437302.0;6358.540039;635854.0;36.82;0.92
NonResidential;Worship Facility;EAST;1906;1.0;1;26440;0;26440;Worship Facility;26440.0;none;0.0;none;0.0;91.0;27.20000076;31.29999924;46.20000076;51.29999924;719905.1875;826275.1875;0.0;65467.5;223375.0;4965.300293;496530.0;27.93;1.06
NonResidential;Self-Storage Facility;GREATER DUWAMISH;1956;1.0;2;28800;0;28800;Self-Storage Facility;28800.0;none;0.0;none;0.0;;39.70000076;44.0;91.0;95.40000153;1143826.625;1266706.875;0.0;198903.4063;678658.0;4651.680176;465168.0;29.44;1.02
NonResidential;K-12 School;CENTRAL;2009;4.0;2;28500;0;28500;K-12 School;31100.0;none;0.0;none;0.0;92.0;37.40000153;41.79999924;87.5;94.69999695;1162561.125;1300765.5;0.0;210289.2969;717507.0;4450.540039;445054.0;28.64;1.0
NonResidential;Restaurant;LAKE UNION;1978;1.0;2;26519;0;26519;Restaurant;13592.0;Office;12927.0;none;0.0;;140.1999969;140.1999969;318.2000122;318.2000122;3717064.0;3717064.0;0.0;636151.6875;2170550.0;15465.14063;1546514.0;97.27;3.67
NonResidential;Mixed Use Property;LAKE UNION;1988;1.0;2;34639;15402;19237;Restaurant;23373.0;Other;19659.0;Parking;15402.0;;359.7000122;370.8999939;700.2999878;712.0999756;15480681.0;15960838.0;0.0;1946759.75;6642344.0;88383.35938;8838336.0;515.71;14.89
NonResidential;Other;MAGNOLIA / QUEEN ANNE;1921;1.0;2;26300;0;26300;Other - Entertainment/Public Assembly;26300.0;none;0.0;none;0.0;;134.5;141.1000061;263.5;267.6000061;3537841.5;3711173.0;0.0;450739.5938;1537923.0;19999.17773;1999918.0;116.94;4.45
NonResidential;Restaurant;LAKE UNION;1962;0.0;2;34072;0;34072;Restaurant;34072.0;none;0.0;none;0.0;;193.3000031;205.6999969;366.3999939;388.3999939;6584966.5;7007726.0;0.0;780828.6875;2664187.0;39207.78516;3920779.0;226.81;6.66
NonResidential;Small- and Mid-Sized Office;LAKE UNION;1949;1.0;3;23355;0;23355;Office;21915.0;none;0.0;none;0.0;77.0;38.40000153;38.40000153;120.4000015;120.4000015;840549.375;840549.375;0.0;246350.9063;840549.0;0.0;0.0;5.86;0.25
NonResidential;Small- and Mid-Sized Office;MAGNOLIA / QUEEN ANNE;1965;1.0;4;30840;0;30840;Office;29255.0;Restaurant;1180.0;none;0.0;30.0;116.4000015;126.1999969;251.6000061;261.8999939;3542708.5;3840161.75;0.0;552255.0;1884294.0;16584.14063;1658414.0;101.21;3.28
NonResidential;Other;NORTHEAST;1946;1.0;1;20332;0;20332;Other;20332.0;none;0.0;none;0.0;;19.29999924;21.20000076;42.29999924;45.29999924;392683.6875;431857.6875;0.0;62698.30078;213927.0;1787.57019;178757.0;10.99;0.54
NonResidential;Worship Facility;CENTRAL;1900;1.0;1;21850;0;21850;Worship Facility;21850.0;none;0.0;none;0.0;100.0;14.5;16.5;23.10000038;26.0;317794.4063;359962.5938;0.0;24049.30078;82056.0;2357.380127;235738.0;13.09;0.6
NonResidential;Mixed Use Property;NORTHEAST;1997;1.0;4;32282;6985;25297;Multifamily Housing;12600.0;Parking;6985.0;Other;6576.0;;55.0;59.29999924;128.1000061;135.5;1391714.25;1500695.375;0.0;249606.4063;851657.0;5400.570313;540057.0;34.62;1.07
NonResidential;Large Office;DOWNTOWN;1983;1.0;13;307557;83064;224493;Office;162422.0;Parking;83064.0;Multifamily Housing;55065.0;;40.79999924;41.5;128.0;130.3999939;9512829.0;9691704.0;0.0;2788050.25;9512827.0;0.0;0.0;66.32;0.22
NonResidential;Self-Storage Facility;MAGNOLIA / QUEEN ANNE;1918;1.0;2;28309;0;28309;Self-Storage Facility;28309.0;none;0.0;none;0.0;;15.19999981;17.60000038;33.59999847;36.5;430308.9063;498364.9063;0.0;69894.70313;238481.0;1918.280273;191828.0;11.85;0.42
NonResidential;Hotel;DOWNTOWN;1914;1.0;4;45500;0;45500;Hotel;45500.0;none;0.0;none;0.0;77.0;61.5;64.5;116.9000015;121.3000031;2799595.0;2934339.25;941139.6875;313468.0;1069553.0;7889.02002;788902.0;122.0;2.68
NonResidential;Small- and Mid-Sized Office;DOWNTOWN;1900;1.0;5;38376;0;38376;Office;29258.0;Retail Store;2409.0;none;0.0;;65.0;67.69999695;204.1000061;212.3999939;2058532.875;2142457.5;0.0;603321.375;2058533.0;0.0;0.0;14.35;0.37
NonResidential;Small- and Mid-Sized Office;DOWNTOWN;1900;1.0;4;42804;0;42804;Office;24120.0;Retail Store;6583.0;none;0.0;;50.29999924;52.0;105.1999969;110.6999969;1544501.75;1598032.0;0.0;225503.0938;769417.0;7750.851074;775085.0;46.53;1.09
NonResidential;Mixed Use Property;DOWNTOWN;2005;0.0;5;57600;0;57600;Residence Hall/Dormitory;27600.0;Multifamily Housing;16000.0;Financial Office;7000.0;;138.0;145.3999939;277.0;286.8999939;6983736.0;7355579.0;0.0;937257.125;3197921.0;37858.14453;3785814.0;223.36;3.88
NonResidential;Small- and Mid-Sized Office;DOWNTOWN;1900;1.0;4;33300;0;33300;Office;26639.0;Restaurant;2820.0;Retail Store;2377.0;;38.70000076;40.70000076;108.0999985;109.8000031;1287497.375;1355968.5;0.0;315212.0;1075503.0;2119.939941;211994.0;18.76;0.56
NonResidential;Other;DOWNTOWN;1900;1.0;3;22200;0;22200;Other;22200.0;none;0.0;none;0.0;;8.5;10.39999962;15.0;17.5;188745.7031;231847.0938;0.0;18890.0;64453.0;1242.929932;124293.0;7.05;0.32
NonResidential;Warehouse;MAGNOLIA / QUEEN ANNE;1968;1.0;2;29498;0;29498;Non-Refrigerated Warehouse;19749.0;Office;9148.0;none;0.0;;130.3999939;136.0;372.2999878;378.1000061;3768900.5;3930355.5;0.0;953599.875;3253683.0;5152.17041;515217.0;50.05;1.7
NonResidential;Warehouse;LAKE UNION;1938;1.0;1;23050;0;23050;Non-Refrigerated Warehouse;23050.0;none;0.0;none;0.0;27.0;20.20000076;21.10000038;63.59999847;66.30000305;466672.6875;486485.3125;0.0;136773.9063;466673.0;0.0;0.0;3.25;0.14
NonResidential;Small- and Mid-Sized Office;LAKE UNION;2008;1.0;4;48350;0;48350;;;none;0.0;none;0.0;45.0;72.19999695;74.69999695;226.6000061;234.6000061;3168131.0;3280955.5;0.0;928526.0;3168131.0;0.0;0.0;22.09;0.46
NonResidential;Retail Store;NORTHEAST;1930;1.0;1;46059;0;46059;Retail Store;46000.0;none;0.0;none;0.0;82.0;34.40000153;36.0;98.59999847;100.1999969;1582655.875;1656820.0;0.0;402718.0;1374074.0;2085.819824;208582.0;20.66;0.45
NonResidential;Medical Office;NORTHEAST;1970;1.0;2;23595;0;23595;Medical Office;23595.0;none;0.0;none;0.0;72.0;34.59999847;34.90000153;107.1999969;107.5;817409.625;823716.875;0.0;234290.9063;799401.0;180.0899963;18009.0;6.53;0.28
NonResidential;Small- and Mid-Sized Office;DOWNTOWN;1900;1.0;3;28142;0;28142;Office;28142.0;none;0.0;none;0.0;96.0;30.10000038;32.40000153;64.19999695;66.19999695;847097.8125;911154.125;340615.5938;121366.1016;414101.0;923.8099976;92381.0;34.08;1.21
NonResidential;Small- and Mid-Sized Office;DOWNTOWN;1900;1.0;3;28760;0;28760;Office;12314.0;Retail Store;6020.0;Non-Refrigerated Warehouse;6000.0;;107.5;112.0;165.1999969;170.6000061;2615973.5;2726126.75;500752.8125;167702.0938;572200.0;15430.20996;1543021.0;124.59;4.33
NonResidential;Small- and Mid-Sized Office;DOWNTOWN;1902;1.0;4;39030;0;39030;Office;32001.0;Retail Store;6685.0;none;0.0;99.0;18.39999962;20.0;47.70000076;49.29999924;713326.875;773324.6875;0.0;153675.7969;524342.0;1889.849976;188985.0;13.69;0.35
NonResidential;Small- and Mid-Sized Office;DOWNTOWN;1909;0.0;3;47215;0;47215;Office;23659.0;Retail Store;22376.0;none;0.0;58.0;45.5;46.40000153;131.6000061;135.1000061;2092696.0;2136896.0;0.0;468222.3125;1597575.0;9918.134766;991813.0;63.81;1.35
Nonresidential COS;Other;EAST;1926;1.0;2;61580;27000;34580;Other;36280.0;Parking;23154.0;none;0.0;;115.8000031;123.8000031;313.2000122;332.3999939;4199443.0;4489734.5;0.0;975101.0;3327045.0;8723.980469;872398.0;69.53;1.13
NonResidential;Small- and Mid-Sized Office;EAST;1917;1.0;3;30720;0;30720;Office;29720.0;Retail Store;1000.0;none;0.0;;41.90000153;44.29999924;107.3000031;109.8000031;1288669.5;1361277.25;0.0;272592.0938;930084.0;3585.850098;358585.0;25.53;0.83
NonResidential;Mixed Use Property;EAST;1916;1.0;2;20640;0;20640;Retail Store;9750.0;Office;9212.0;Restaurant;2450.0;;19.29999924;19.29999924;60.5;60.5;412562.4063;412562.4063;0.0;120915.1016;412562.0;0.0;0.0;2.88;0.14
NonResidential;Mixed Use Property;EAST;1912;1.0;2;34914;0;34914;Retail Store;14983.0;Restaurant;10638.0;Office;5837.0;;42.40000153;41.79999924;133.1000061;131.1999969;1333289.625;1314474.5;0.0;390764.8125;1333290.0;0.0;0.0;9.29;0.27
NonResidential;Small- and Mid-Sized Office;EAST;1906;1.0;3;20897;0;20897;Office;10228.0;Retail Store;3433.0;Non-Refrigerated Warehouse;3400.0;;56.59999847;60.5;148.1999969;152.3000031;964923.8125;1031474.188;0.0;212556.5;725243.0;2396.810059;239681.0;17.79;0.85
NonResidential;Retail Store;EAST;1916;1.0;2;36940;0;36940;Retail Store;36940.0;none;0.0;none;0.0;100.0;9.100000381;9.100000381;28.60000038;28.60000038;336745.4063;336745.4063;0.0;98694.39844;336745.0;0.0;0.0;2.35;0.06
NonResidential;Small- and Mid-Sized Office;EAST;1913;1.0;3;22866;0;22866;Office;22866.0;none;0.0;none;0.0;;50.5;53.09999847;133.1999969;135.8000031;1153690.125;1213909.875;0.0;257313.9063;877955.0;2757.350342;275735.0;20.76;0.91
NonResidential;Retail Store;EAST;1920;1.0;1;30240;0;30240;Retail Store;32205.0;Restaurant;714.0;none;0.0;78.0;38.40000153;40.0;107.6999969;108.3000031;1264626.875;1316900.75;0.0;311067.3125;1061362.0;2032.649902;203265.0;18.19;0.6
NonResidential;Other;NORTHEAST;1962;1.0;2;28586;0;28586;Other;27022.0;none;0.0;none;0.0;;187.8999939;187.8999939;590.0999756;590.0999756;5078204.0;5078204.0;0.0;1488336.25;5078203.0;0.0;0.0;35.4;1.24
NonResidential;Hotel;DOWNTOWN;1908;1.0;3;28800;0;28800;Hotel;21600.0;Restaurant;7200.0;none;0.0;;161.3000031;161.3000031;257.7000122;257.7000122;4644346.0;4644346.0;0.0;357061.5;1218294.0;34260.51953;3426052.0;190.45;6.61
NonResidential;Restaurant;DOWNTOWN;1913;1.0;3;28800;0;28800;;;none;0.0;none;0.0;;31.20000076;32.5;62.0;62.79999924;899924.1875;935833.1875;0.0;118085.2969;402907.0;4970.169922;497017.0;29.21;1.01
NonResidential;Small- and Mid-Sized Office;DOWNTOWN;1979;1.0;3;35202;0;35202;Office;24227.0;Bank Branch;9127.0;none;0.0;2.0;108.0999985;108.0999985;339.5;339.5;3605755.5;3605755.5;0.0;1056786.375;3605755.0;0.0;0.0;25.14;0.71
NonResidential;Worship Facility;EAST;1910;1.0;2;24600;0;24600;Worship Facility;24600.0;none;0.0;none;0.0;69.0;13.5;14.10000038;36.09999847;38.0;331059.5;347690.5938;0.0;75706.79688;258312.0;727.4799805;72748.0;5.66;0.23
NonResidential;Worship Facility;EAST;1900;1.0;1;48850;0;48850;Worship Facility;28725.0;Office;4325.0;Other;3700.0;;28.89999962;34.29999924;47.40000153;53.79999924;1063480.5;1259282.25;815676.125;70317.5;239923.0;78.81000519;7881.0;65.05;1.33
NonResidential;Hospital;SOUTHWEST;1961;0.0;3;54863;0;54863;Hospital (General Medical & Surgical);109726.0;none;0.0;none;0.0;100.0;18.60000038;18.79999924;58.29999924;59.09999847;2037720.625;2066851.25;0.0;597221.6875;2037720.0;0.0;0.0;14.21;0.26
NonResidential;Warehouse;GREATER DUWAMISH;1964;1.0;1;25000;0;25000;Non-Refrigerated Warehouse;13393.0;Food Sales;7500.0;Office;4107.0;;79.59999847;81.80000305;155.6000061;157.8999939;1989103.875;2044286.625;0.0;252526.5938;861621.0;11274.83008;1127483.0;65.89;2.64
NonResidential;Warehouse;GREATER DUWAMISH;1960;1.0;1;25000;0;25000;Non-Refrigerated Warehouse;24000.0;Office;1000.0;none;0.0;;11.5;13.69999981;24.10000038;26.10000038;287132.5;342696.3125;0.0;42144.60156;143797.0;1433.350098;143335.0;8.61;0.34
NonResidential;Other;GREATER DUWAMISH;1927;1.0;1;22622;0;22622;Manufacturing/Industrial Plant;23000.0;none;0.0;none;0.0;;33.70000076;37.90000153;64.0;69.0;774075.6875;872014.3125;0.0;92448.89844;315436.0;4586.399902;458640.0;26.56;1.17
NonResidential;Small- and Mid-Sized Office;EAST;1917;1.0;3;27544;0;27544;Office;22365.0;Parking;3744.0;none;0.0;94.0;46.09999847;48.79999924;124.0999985;127.0;1031667.5;1092060.75;0.0;237431.0938;810115.0;2215.526123;221553.0;17.41;0.63
NonResidential;Small- and Mid-Sized Office;DOWNTOWN;1989;1.0;7;47415;0;47415;Office;25884.0;Parking;7000.0;Multifamily Housing;5713.0;;43.40000153;45.59999847;136.3999939;143.1999969;1478979.25;1552850.625;0.0;433464.0;1478979.0;0.0;0.0;10.31;0.22
NonResidential;Other;MAGNOLIA / QUEEN ANNE;1961;1.0;3;22960;0;22960;Other - Entertainment/Public Assembly;22960.0;none;0.0;none;0.0;;98.69999695;106.5999985;153.0;162.1999969;2266983.0;2447325.5;0.0;158947.0;542327.0;17246.55469;1724655.0;95.38;4.15
NonResidential;Supermarket / Grocery Store;EAST;1998;1.0;1;44739;0;44739;Supermarket/Grocery Store;44739.0;Parking;0.0;none;0.0;17.0;326.0;335.3999939;728.7000122;738.5999756;14585813.0;15006878.0;0.0;2423889.75;8270312.0;63155.0;6315500.0;393.07;8.79
NonResidential;Mixed Use Property;NORTHEAST;1948;1.0;1;22778;0;22778;Retail Store;21194.0;Office;12923.0;Restaurant;3720.0;;56.5;61.20000076;70.0;74.59999847;2470566.0;2675057.75;0.0;65755.79688;224359.0;22462.07031;2246207.0;120.86;5.31
NonResidential;Worship Facility;BALLARD;1956;1.0;2;21562;0;21562;Worship Facility;21052.0;Pre-school/Daycare;400.0;none;0.0;20.0;40.40000153;46.59999847;60.90000153;68.30000305;866806.0;1000251.875;0.0;55624.30078;189790.0;6770.159668;677016.0;37.28;1.73
NonResidential;Other;CENTRAL;1959;1.0;1;25753;0;25753;Other - Entertainment/Public Assembly;25753.0;none;0.0;none;0.0;;53.5;62.59999847;75.0;85.30000305;1378130.25;1612521.0;0.0;67861.39844;231543.0;11465.87012;1146587.0;62.51;2.43
NonResidential;Other;EAST;1928;1.0;3;71280;0;71280;Other - Recreation;71280.0;none;0.0;none;0.0;;319.3999939;325.5;556.0999756;557.2999878;22767828.0;23204450.0;0.0;2206473.0;7528486.0;152393.4063;15239341.0;861.85;12.09
NonResidential;Mixed Use Property;DOWNTOWN;2009;1.0;19;1206670;201857;1004813;Office;319361.0;Multifamily Housing;181047.0;Parking;177210.0;87.0;54.59999847;55.0;153.3999939;152.3999939;27684480.0;27917688.0;0.0;6841566.5;23343425.0;43410.53125;4341053.0;393.29;0.33
NonResidential;Worship Facility;SOUTHEAST;1968;1.0;1;24200;0;24200;Worship Facility;24200.0;Parking;0.0;none;0.0;73.0;34.20000076;37.20000076;76.09999847;79.40000153;826488.6875;900697.125;0.0;136674.9063;466335.0;3601.539795;360154.0;22.38;0.92
NonResidential;Residence Hall;MAGNOLIA / QUEEN ANNE;1981;1.0;4;23513;2211;21302;Residence Hall/Dormitory;15200.0;Office;2600.0;Social/Meeting Hall;1800.0;;81.69999695;83.5;176.5;182.0;1740568.25;1778251.875;0.0;270940.5938;924449.0;8161.189941;816119.0;49.79;2.12
NonResidential;Self-Storage Facility;DELRIDGE;1994;1.0;3;66610;0;66610;Self-Storage Facility;66720.0;none;0.0;none;0.0;;9.600000381;11.10000038;20.39999962;22.0;640377.0;742571.5;0.0;96545.70313;329414.0;3109.630127;310963.0;18.81;0.28
NonResidential;Other;GREATER DUWAMISH;1950;1.0;1;36000;0;36000;Other;34000.0;Office;1400.0;none;0.0;;103.0;108.0;280.7000122;286.0;3646053.75;3823703.75;0.0;856634.1875;2922836.0;7232.174316;723217.0;58.79;1.63
NonResidential;K-12 School;NORTHWEST;1938;1.0;2;23222;0;23222;K-12 School;15006.0;none;0.0;none;0.0;62.0;81.30000305;88.80000305;114.6999969;123.6999969;1219863.125;1331981.25;0.0;61771.10156;210763.0;10091.0;1009100.0;55.06;2.37
NonResidential;Mixed Use Property;EAST;1924;1.0;2;24476;0;24476;Fitness Center/Health Club/Gym;7501.0;Office;5872.0;Retail Store;5375.0;;111.4000015;117.1999969;211.1999969;219.1000061;2662054.25;2800725.0;0.0;315680.3125;1077101.0;15849.53027;1584953.0;91.69;3.75
NonResidential;Retail Store;EAST;1910;0.0;2;24750;0;24750;Retail Store;19240.0;Office;2050.0;Medical Office;1250.0;;34.70000076;40.20000076;63.5;69.30000305;782343.8125;906960.625;0.0;85614.79688;292118.0;4902.259766;490226.0;28.07;1.13
NonResidential;K-12 School;EAST;1904;1.0;3;60000;0;60000;K-12 School;48783.0;none;0.0;none;0.0;52.0;74.30000305;80.5;143.8999939;150.3999939;3625407.5;3928621.25;0.0;450472.5;1537012.0;20883.94922;2088395.0;121.63;2.03
NonResidential;Other;EAST;1954;1.0;2;46560;0;46560;Other - Entertainment/Public Assembly;46560.0;none;0.0;none;0.0;;14.80000019;15.80000019;34.40000153;35.40000153;690557.6875;734550.6875;0.0;123010.7031;419713.0;2708.450195;270845.0;17.31;0.37
NonResidential;Other;MAGNOLIA / QUEEN ANNE;1980;1.0;3;30408;0;30408;Bank Branch;25000.0;Parking;5408.0;none;0.0;61.0;57.59999847;58.79999924;180.8999939;184.6000061;1440554.25;1469861.875;0.0;422202.3125;1440554.0;0.0;0.0;10.04;0.33
NonResidential;Small- and Mid-Sized Office;MAGNOLIA / QUEEN ANNE;1920;1.0;3;30109;0;30109;Office;28400.0;Parking;7200.0;none;0.0;89.0;51.59999847;56.0;124.0999985;128.6999969;1465795.75;1589657.75;0.0;278322.0;949635.0;5161.609863;516161.0;34.03;1.13
NonResidential;Small- and Mid-Sized Office;MAGNOLIA / QUEEN ANNE;1960;1.0;2;25481;0;25481;Office;25481.0;none;0.0;none;0.0;92.0;36.0;41.29999924;55.79999924;61.40000153;917100.3125;1052797.5;0.0;64270.60156;219291.0;6978.089844;697809.0;38.59;1.51
NonResidential;Small- and Mid-Sized Office;LAKE UNION;1912;1.0;2;27788;0;27788;Office;32610.0;Other - Restaurant/Bar;4874.0;none;0.0;73.0;56.59999847;56.79999924;151.8999939;152.1999969;2119806.25;2127889.25;0.0;486507.6875;1659964.0;4598.419922;459842.0;35.99;1.3
